hora,estado,linea,loading_pct,I_A,P_bus1_MW,clave,cumple,ldf_ok
09:00,CON_SSFV,40905,4.2559,6.5967,0.141665,0,1,1
09:00,CON_SSFV,40906,4.2559,6.5967,0.141664,0,1,1
09:00,CON_SSFV,40907,4.2559,6.5967,0.141663,0,1,1
09:00,CON_SSFV,47594,0.4799,0.7439,0.015937,0,1,1
09:00,CON_SSFV,47595,0.5199,0.8059,0.017265,0,1,1
09:00,CON_SSFV,47596,0.2400,0.3719,0.007969,0,1,1
09:00,CON_SSFV,47597,0.2400,0.3719,0.007969,0,1,1
09:00,CON_SSFV,5105,15.9340,56.5651,1.192727,0,1,1
09:00,CON_SSFV,5106,15.9344,56.5657,1.192622,0,1,1
09:00,CON_SSFV,5108,15.9345,56.5672,1.192376,0,1,1
09:00,CON_SSFV,5109,15.9347,56.5676,1.192314,0,1,1
09:00,CON_SSFV,5110,15.9350,56.5682,1.192214,0,1,1
09:00,CON_SSFV,5111,15.9353,56.5692,1.192038,0,1,1
09:00,CON_SSFV,5112,15.9355,56.5701,1.191886,0,1,1
09:00,CON_SSFV,5113,15.9357,56.5710,1.191751,0,1,1
09:00,CON_SSFV,5117,15.9357,56.5716,1.191642,0,1,1
09:00,CON_SSFV,5118,15.9360,56.5718,1.191603,0,1,1
09:00,CON_SSFV,5120,15.9362,56.5729,1.191425,0,1,1
09:00,CON_SSFV,5127,13.8187,49.0555,1.029758,0,1,1
09:00,CON_SSFV,5128,13.5577,48.1297,-1.009710,0,1,1
09:00,CON_SSFV,5129,13.2098,46.8939,0.983148,0,1,1
09:00,CON_SSFV,5130,13.2100,46.8947,0.983063,0,1,1
09:00,CON_SSFV,5132,2.2873,6.2898,0.135024,0,1,1
09:00,CON_SSFV,5136,1.1050,3.0383,0.063067,0,1,1
09:00,CON_SSFV,5140,10.9187,38.7602,0.808104,0,1,1
09:00,CON_SSFV,5142,13.0471,35.8784,0.746048,0,1,1
09:00,CON_SSFV,5143,12.7104,34.9528,0.726019,0,1,1
09:00,CON_SSFV,5145,0.7554,2.2280,0.047811,0,1,1
09:00,CON_SSFV,5147,11.6776,32.1127,0.664838,0,1,1
09:00,CON_SSFV,5148,12.9411,31.1871,0.644852,0,1,1
09:00,CON_SSFV,5153,11.3415,31.1880,0.644756,0,1,1
09:00,CON_SSFV,5154,8.4536,23.2469,0.473779,0,1,1
09:00,CON_SSFV,5156,7.5800,20.8440,0.421956,0,1,1
09:00,CON_SSFV,5157,7.0952,19.5108,0.393149,0,1,1
09:00,CON_SSFV,5158,6.6481,18.2813,0.366556,0,1,1
09:00,CON_SSFV,5280,6.4992,17.8724,0.357674,0,1,1
09:00,CON_SSFV,5281,7.4163,17.8728,0.357663,0,1,1
09:00,CON_SSFV,5282,7.0766,17.0538,0.339940,0,1,1
09:00,CON_SSFV,5283,7.0771,17.0546,0.339915,0,1,1
09:00,CON_SSFV,5285,5.0022,12.0542,0.231422,0,1,1
09:00,CON_SSFV,5287,3.7456,9.0256,0.165004,0,1,1
09:00,CON_SSFV,5288,2.6383,6.3571,0.105231,0,1,1
09:00,CON_SSFV,5289,2.6388,6.3584,0.105228,0,1,1
09:00,CON_SSFV,5290,2.6394,6.3595,0.105224,0,1,1
09:00,CON_SSFV,5291,2.1639,5.2148,0.078658,0,1,1
09:00,CON_SSFV,5292,2.1643,5.2151,0.078658,0,1,1
